epoch,total_loss,pde1_loss,pde2_loss,pde3_loss,learning_rate
64,0.14143042266368866,0.008271414786577225,0.004169594496488571,0.006184861529618502,0.0008
65,0.15995553135871887,0.007997240871191025,0.0027309430297464132,0.005807935725897551,0.0008
66,0.1341211199760437,0.007093728985637426,0.0032523078843951225,0.004667808301746845,0.0008
67,0.1656259000301361,0.008112765848636627,0.005969653371721506,0.006074393633753061,0.0008
68,0.14820511639118195,0.007198282517492771,0.005010694265365601,0.005627080332487822,0.0008
69,0.1448640078306198,0.007180041633546352,0.0022365672048181295,0.004095753189176321,0.0008
70,0.13581407070159912,0.00654580956324935,0.001993271755054593,0.0040808687917888165,0.0008
71,0.1418592929840088,0.006044743116945028,0.004351392388343811,0.006630027201026678,0.0008
72,0.14295169711112976,0.006531646009534597,0.004591785371303558,0.00783257745206356,0.0008
73,0.11936953663825989,0.005813291296362877,0.002429407089948654,0.005035975016653538,0.0008
74,0.1226934939622879,0.007968761026859283,0.0020468723960220814,0.004473061300814152,0.0008
75,0.11415741592645645,0.008422302082180977,0.0025371136143803596,0.004763969220221043,0.0008
76,0.11006474494934082,0.008540607988834381,0.002195436507463455,0.004475439433008432,0.0008
77,0.13330042362213135,0.006660790182650089,0.0021627945825457573,0.004146731924265623,0.0008
78,0.10985112190246582,0.005288849119096994,0.002692480105906725,0.004280243534594774,0.0008
79,0.15594981610774994,0.0053019472397863865,0.003195794764906168,0.004347424954175949,0.0008
80,0.13509303331375122,0.004899270366877317,0.0027678136248141527,0.0038966170977801085,0.0008
81,0.12337435781955719,0.00536115188151598,0.0021449988707900047,0.0038903490640223026,0.0008
82,0.11996608972549438,0.005342511460185051,0.0023148246109485626,0.003675090614706278,0.0008
83,0.11227597296237946,0.004911153111606836,0.0027334904298186302,0.0037647434510290623,0.0008
84,0.10733253508806229,0.004783337470144033,0.0025199330411851406,0.003610617248341441,0.0008
85,0.1222161203622818,0.0052995868027210236,0.0023243746254593134,0.0033202413469552994,0.0008
86,0.11922889947891235,0.005302689038217068,0.002325199544429779,0.0032382095232605934,0.0008
87,0.10111511498689651,0.004908575210720301,0.002379212761297822,0.0032271333038806915,0.0008
88,0.09674704074859619,0.004627483896911144,0.0023392783477902412,0.003130937460809946,0.0008
89,0.11729675531387329,0.004430003464221954,0.002224452095106244,0.0028959615156054497,0.0008
90,0.10953141748905182,0.004028195049613714,0.0021646798122674227,0.002819229383021593,0.0008
91,0.10147245228290558,0.0037533959839493036,0.002208165591582656,0.0030065628234297037,0.0008
92,0.10134723782539368,0.003786614164710045,0.002243794733658433,0.0029362544883042574,0.0008
93,0.09422895312309265,0.0037910877726972103,0.002063258783891797,0.002725927159190178,0.0008
94,0.08843092620372772,0.003998218569904566,0.0019726043101400137,0.002778127323836088,0.0008
95,0.10497812926769257,0.003964877221733332,0.0023485610727220774,0.00294952979311347,0.0008
96,0.09659456461668015,0.00397772341966629,0.002324108500033617,0.0029389814008027315,0.0008
97,0.09977290034294128,0.004734816495329142,0.0019043461652472615,0.00260148080997169,0.0008
98,0.10248121619224548,0.004783932585269213,0.0017765656812116504,0.0026808271650224924,0.0008
99,0.08243241161108017,0.0035906797274947166,0.0018484180327504873,0.0024058290291577578,0.0008
100,0.09037788212299347,0.0033808997832238674,0.0024004685692489147,0.0037314770743250847,0.0008
101,0.08477296680212021,0.0030052694492042065,0.0020113191567361355,0.003314697416499257,0.0008
102,0.08930352330207825,0.0034836353734135628,0.0015323867555707693,0.0021865798626095057,0.0008
103,0.08320273458957672,0.003490365343168378,0.0014806910185143352,0.0024528729263693094,0.0008
104,0.0935220941901207,0.0030812236946076155,0.0021958958823233843,0.0027119964361190796,0.0008
105,0.09632717072963715,0.0031417454592883587,0.002328116213902831,0.003135665087029338,0.0008
106,0.07723048329353333,0.003002866869792342,0.0016517029143869877,0.002334053860977292,0.0008
107,0.09097463637590408,0.003942037466913462,0.001429098891094327,0.002637156518176198,0.0008
108,0.08648623526096344,0.0035450991708785295,0.0013351821107789874,0.0026688002981245518,0.0008
109,0.08007203042507172,0.0025834122207015753,0.001547084772028029,0.0022755323443561792,0.0008
110,0.08466983586549759,0.0026484327390789986,0.0016636544605717063,0.002750998828560114,0.0008
111,0.07464085519313812,0.0024573763366788626,0.0013805527705699205,0.0022708135657012463,0.0008
112,0.08051197975873947,0.0026821917854249477,0.001271077780984342,0.0020213499665260315,0.0008
113,0.07295969873666763,0.002618359634652734,0.001239899662323296,0.002105600433424115,0.0008
114,0.080217644572258,0.0025853398256003857,0.001309335813857615,0.002166952472180128,0.0008
115,0.07177133858203888,0.002466007135808468,0.0012496686540544033,0.0021926630288362503,0.0008
116,0.07694415748119354,0.002514108782634139,0.001090067671611905,0.001947286305949092,0.0008
117,0.07125269621610641,0.0023779296316206455,0.0010076405014842749,0.0019700301345437765,0.0008
118,0.07350187003612518,0.00241515738889575,0.0011440886883065104,0.002037205034866929,0.0008
119,0.06979086995124817,0.002297446597367525,0.0010524906683713198,0.002066078595817089,0.0008
120,0.0711626335978508,0.002589721931144595,0.0009290832094848156,0.0017139763804152608,0.0008
121,0.06725931167602539,0.002462046919390559,0.0008544613956473768,0.0017680160235613585,0.0008
122,0.07118500024080276,0.0023761603515595198,0.0010152542963624,0.002060110215097666,0.0008
123,0.06642588973045349,0.0023506255820393562,0.000862755929119885,0.001860183896496892,0.0008
124,0.07277754694223404,0.002797812456265092,0.0007273449446074665,0.0019348969217389822,0.0008
125,0.07017181068658829,0.0026478117797523737,0.0006288953009061515,0.002081694547086954,0.0008
126,0.0704706609249115,0.002317151753231883,0.0007962138042785227,0.0017040534876286983,0.0008
127,0.070536307990551,0.002465466968715191,0.0007915725582279265,0.0021984002087265253,0.0008
128,0.06805004924535751,0.0024383447598665953,0.000606825458817184,0.0015479902504011989,0.0008
129,0.0667661800980568,0.0025075403973460197,0.0005670341197401285,0.0014351604040712118,0.0008
130,0.06643201410770416,0.00232117366977036,0.0005514346994459629,0.001498846453614533,0.0008
131,0.06635520607233047,0.0023824209347367287,0.0005401931703090668,0.0015186142409220338,0.0008
132,0.06272835284471512,0.0025787977501749992,0.0004916445468552411,0.0014222357422113419,0.0008
133,0.06493789702653885,0.002456211717799306,0.00048035007785074413,0.0014431397430598736,0.0008
134,0.06110960245132446,0.002416517585515976,0.00045608292566612363,0.0014400557847693563,0.0008
135,0.060572896152734756,0.002447112463414669,0.00040083471685647964,0.0014063235139474273,0.0008
136,0.06717418879270554,0.002425235463306308,0.000456400855910033,0.0016195347998291254,0.0008
137,0.06054681912064552,0.002486182376742363,0.000414372596424073,0.0015772318001836538,0.0008
138,0.06714652478694916,0.002676259493455291,0.00036594606353901327,0.0015354732749983668,0.0008
139,0.06412426382303238,0.002478725276887417,0.000332711759256199,0.0016296306857839227,0.0008
140,0.0632144883275032,0.0024668362457305193,0.0004008594260085374,0.0014183141756802797,0.0008
141,0.06263533979654312,0.0025687392335385084,0.000356514094164595,0.001565133105032146,0.0008
142,0.061251141130924225,0.0026228814385831356,0.00033512533991597593,0.0013322517042979598,0.0008
143,0.06196155399084091,0.0024567199870944023,0.0003287288127467036,0.0013602741528302431,0.0008
144,0.05951295793056488,0.002472843276336789,0.00031519943149760365,0.0013590349117293954,0.0008
145,0.06011135131120682,0.002662302227690816,0.0003274146292824298,0.0013329252833500504,0.0008
146,0.06181174889206886,0.0025986130349338055,0.00034280281397514045,0.0015276189660653472,0.0008
147,0.056378260254859924,0.002544714603573084,0.0003230255679227412,0.0013394816778600216,0.0008
148,0.08717507123947144,0.002876162761822343,0.0003117071755696088,0.0016344228060916066,0.0008
149,0.0909433662891388,0.0027966126799583435,0.0003046921920031309,0.0017605156172066927,0.0008
150,0.059017542749643326,0.0025019010063260794,0.00029475163319148123,0.0013215141370892525,0.0008
151,0.08477255702018738,0.0027130339294672012,0.00042564692557789385,0.0019236672669649124,0.0008
152,0.09212545305490494,0.0026749686803668737,0.0004201661504339427,0.0025632830802351236,0.0008
153,0.06953074038028717,0.0027035751845687628,0.0003459939325693995,0.0018978547304868698,0.0008
154,0.07236795127391815,0.00302044372074306,0.0003469049115665257,0.0012893830426037312,0.0008
155,0.06550587713718414,0.0026018363423645496,0.0002910955809056759,0.0016334789106622338,0.0008
156,0.07305476069450378,0.002473372733220458,0.00032436978654004633,0.001440345891751349,0.0008
157,0.07334527373313904,0.0027071840595453978,0.00037342606810852885,0.001350337523035705,0.0008
158,0.054809894412755966,0.002640188205987215,0.00032157800160348415,0.0014399387873709202,0.0008
159,0.06910134851932526,0.003008543513715267,0.00034140516072511673,0.001349572790786624,0.0008
160,0.05944480001926422,0.0030362983234226704,0.00032364350045099854,0.0015008111950010061,0.0008
161,0.0710466057062149,0.0025299242697656155,0.0003460391308180988,0.0013631037436425686,0.0008
162,0.06977313756942749,0.0028461595065891743,0.000363669591024518,0.0014371114084497094,0.0008
163,0.05765220522880554,0.0028489730320870876,0.00030361293465830386,0.0013166896533221006,0.0008
164,0.05722657963633537,0.0026825410313904285,0.0003101270121987909,0.001287891180254519,0.0008
165,0.06268072128295898,0.0026345723308622837,0.00032290283706970513,0.0013653489295393229,0.0008
166,0.058876246213912964,0.0027166451327502728,0.0003090804675593972,0.0013897548196837306,0.0008
167,0.06406228244304657,0.002888913033530116,0.0003092671395279467,0.0013173428596928716,0.0008
168,0.06382244825363159,0.002922168467193842,0.0003023953759111464,0.001281648874282837,0.0008
169,0.05927742272615433,0.0030138178262859583,0.00033767486456781626,0.0015458788257092237,0.0008
170,0.05805394798517227,0.0025801195297390223,0.0003166651295032352,0.0013587925350293517,0.0008
171,0.06052011251449585,0.00310531142167747,0.0003080476599279791,0.0014647269854322076,0.0008
172,0.06004640460014343,0.003080707974731922,0.00030381904798559844,0.0014549895422533154,0.0008
173,0.05516732111573219,0.002657389733940363,0.0002967578766401857,0.0013583789113909006,0.0008
174,0.05320363491773605,0.0028704735450446606,0.0002944040752481669,0.001415180740877986,0.0008
175,0.061325158923864365,0.002854592865332961,0.0002872843178920448,0.0013200673274695873,0.0008
176,0.05463455617427826,0.0028886038344353437,0.00027843029238283634,0.001391768455505371,0.0008
177,0.06662322580814362,0.0026111213956028223,0.00031185263651423156,0.0014047125587239861,0.0008
178,0.06449951976537704,0.0027008599136024714,0.0003145771916024387,0.0014557878021150827,0.0008
179,0.05338070169091225,0.002820771187543869,0.0002632518589962274,0.0012984314234927297,0.0008
180,0.052802469581365585,0.0027708937413990498,0.0002619858714751899,0.0013129542348906398,0.0008
181,0.06218685954809189,0.002620075363665819,0.00028748897602781653,0.0014103582361713052,0.0008
182,0.05890442430973053,0.0026615713723003864,0.00027858352405019104,0.0014039347879588604,0.0008
183,0.056204427033662796,0.0029303589835762978,0.0002684756473172456,0.0013468153774738312,0.0008
184,0.05569648742675781,0.002853879239410162,0.00025694433134049177,0.0013212980702519417,0.0008
185,0.05646035075187683,0.0028207518626004457,0.00027711052098311484,0.0014025757554918528,0.0008
186,0.054594628512859344,0.0027017269749194384,0.00026866522966884077,0.001388474483974278,0.0008
187,0.056784290820360184,0.002914614509791136,0.0002581063599791378,0.0013723971787840128,0.0008
188,0.05512867122888565,0.0029272858519107103,0.0002579560095909983,0.001365352887660265,0.0008
189,0.05480019003152847,0.0027191739063709974,0.00026325328508391976,0.0014344536466524005,0.0008
190,0.05231603980064392,0.002777070039883256,0.00026121013797819614,0.0014302913332358003,0.0008
191,0.058442533016204834,0.002970788162201643,0.00025015012943185866,0.0013753134990110993,0.0008
192,0.05596553534269333,0.0029748377855867147,0.0002463760902173817,0.0013988499995321035,0.0008
193,0.05356639623641968,0.0026937290094792843,0.0002523383009247482,0.0014063498238101602,0.0008
194,0.0520893856883049,0.0027036124374717474,0.0002557080297265202,0.0014263064367696643,0.0008
195,0.055254001170396805,0.0029062670655548573,0.00024107952776830643,0.0013621229445561767,0.0008
196,0.052285246551036835,0.002898313570767641,0.00023998988035600632,0.0013567466521635652,0.0008
197,0.05607634037733078,0.0027699372731149197,0.00025572339654900134,0.0014868526486679912,0.0008
198,0.05445263534784317,0.002724367193877697,0.0002552235091570765,0.001476466772146523,0.0008
199,0.05208585411310196,0.0029389229603111744,0.0002326231769984588,0.0014160616556182504,0.0008
200,0.05035337433218956,0.002886007772758603,0.0002265481452923268,0.0013944052625447512,0.0008
201,0.05577491223812103,0.0028606222476810217,0.0002649964881129563,0.0015185988740995526,0.0008
202,0.05406538024544716,0.002833377802744508,0.0002629124210216105,0.0015336696524173021,0.0008
203,0.05031885206699371,0.002903927816078067,0.00022742492728866637,0.001402505673468113,0.0008
204,0.04855479300022125,0.0029075031634420156,0.00022662589617539197,0.0014160305727273226,0.0008
205,0.05631723627448082,0.0028160293586552143,0.00026130289188586175,0.0015666268300265074,0.0008
206,0.054250992834568024,0.0028497944585978985,0.0002614680561237037,0.0015716047491878271,0.0008
207,0.04906853660941124,0.002904091030359268,0.00022073875879868865,0.0014075726503506303,0.0008
208,0.0477723553776741,0.002889114897698164,0.000217698747292161,0.0014247972285375,0.0008
209,0.055560242384672165,0.002788337878882885,0.0002604181645438075,0.0015659963246434927,0.0008
210,0.05388137698173523,0.002789717633277178,0.0002537995751481503,0.0015734232729300857,0.0008
211,0.047837354242801666,0.0029139176476746798,0.00021927453053649515,0.0014187260530889034,0.0008
212,0.04678364843130112,0.0028843700420111418,0.00021543540060520172,0.0014191882219165564,0.0008
213,0.05562017858028412,0.0028294736985117197,0.0002616338024381548,0.0016011262778192759,0.0008
214,0.054179683327674866,0.00280867051333189,0.00025586120318621397,0.0015715291956439614,0.0008
215,0.046560414135456085,0.0028934821020811796,0.00021012015349697322,0.0014423378743231297,0.0008
216,0.045747142285108566,0.0028579439967870712,0.00020944958669133484,0.0014301844639703631,0.0008
217,0.055981673300266266,0.0028562957886606455,0.00025373839889653027,0.0016338301356881857,0.0008
218,0.0543133020401001,0.0028156202752143145,0.000244337716139853,0.001616735477000475,0.0008
219,0.04568415507674217,0.0028833758551627398,0.00021023707813583314,0.0014384844107553363,0.0008
220,0.04500417411327362,0.0028412456158548594,0.00020500391838140786,0.001437911530956626,0.0008
221,0.05478841811418533,0.0028653827030211687,0.0002515975502319634,0.0016168556176126003,0.0008
222,0.052916936576366425,0.0028390176594257355,0.00024666270473971963,0.0015954180853441358,0.0008
223,0.04515649005770683,0.002868581097573042,0.00020124830189161003,0.001458138576708734,0.0008
224,0.04420359432697296,0.0028287710156291723,0.00019953647279180586,0.0014533755602315068,0.0008
225,0.053459808230400085,0.002850302727892995,0.00024321937235072255,0.001681543537415564,0.0008
226,0.051396552473306656,0.002832406898960471,0.00023652017989661545,0.0016962330555543303,0.0008
227,0.04469356685876846,0.0028695345390588045,0.00020212976960465312,0.0014403248205780983,0.0008
228,0.043992623686790466,0.002827748889103532,0.00019418309966567904,0.0014739978360012174,0.0008
229,0.05035744607448578,0.002826492302119732,0.00023812353902030736,0.0016039804322645068,0.0008
230,0.04802672564983368,0.00283580063842237,0.00023373791191261262,0.0016152571188285947,0.0008
231,0.04567201808094978,0.0029227049089968204,0.00019503326620906591,0.0014638386201113462,0.0008
232,0.04492371901869774,0.002872078213840723,0.00019293771765660495,0.0014971902128309011,0.0008
233,0.0467950701713562,0.0027607320807874203,0.00021248568373266608,0.0015511297388002276,0.0008
234,0.04489804804325104,0.002775912405923009,0.00021061299776192755,0.001604050281457603,0.0008
235,0.04696259647607803,0.002962289610877633,0.0002008019364438951,0.0014451839961111546,0.0008
236,0.0458257831633091,0.0029132235795259476,0.0001934527390403673,0.0014953096397221088,0.0008
237,0.04470837116241455,0.002758184215053916,0.00020367326214909554,0.0014933517668396235,0.0008
238,0.04360228031873703,0.0027858675457537174,0.00020872143795713782,0.0015463415766134858,0.0008
239,0.046015433967113495,0.0029722684994339943,0.00019274513761047274,0.0014457751531153917,0.0008
240,0.04427090287208557,0.002908381400629878,0.0001902813819469884,0.00147086544893682,0.0008
241,0.045214541256427765,0.0027582014445215464,0.00019954354502260685,0.001507104141637683,0.0008
242,0.04428480938076973,0.002785281976684928,0.00020463723922148347,0.0015684351092204452,0.0008
243,0.04373779892921448,0.002922000829130411,0.00018733070464804769,0.0014115620870143175,0.0008
244,0.0424497090280056,0.0028809476643800735,0.0001820459438022226,0.0014453198527917266,0.0008
245,0.045560967177152634,0.0027770523447543383,0.0002015991194639355,0.0014911980833858252,0.0008
246,0.04436808079481125,0.0028004643972963095,0.0002041469851974398,0.0015272856689989567,0.0008
247,0.04254477471113205,0.00292145274579525,0.00018091336823999882,0.0013988278806209564,0.0008
248,0.04166002199053764,0.0028783625457435846,0.00017863976245280355,0.0014133049407973886,0.0008
249,0.04464945197105408,0.00276203197427094,0.00019403219630476087,0.0014765775995329022,0.0008
250,0.043333083391189575,0.0027794730849564075,0.0001943720126291737,0.001503672800026834,0.0008
251,0.042205922305583954,0.0029254481196403503,0.00017909462621901184,0.0013776252744719386,0.0008
252,0.04134194180369377,0.0028941675554960966,0.00017549008771311492,0.0013943277299404144,0.0008
253,0.043401043862104416,0.0027644371148198843,0.0001887814432848245,0.0014398714993149042,0.0008
254,0.04215383157134056,0.0027805494610220194,0.00018984013877343386,0.0014593355590477586,0.0008
255,0.04187082499265671,0.0029315499123185873,0.00017484552517998964,0.0013583013787865639,0.0008
256,0.040837980806827545,0.002898183884099126,0.0001732764212647453,0.001365148345939815,0.0008
257,0.04252369701862335,0.002751547610387206,0.00018157564045395702,0.0014158927369862795,0.0008
258,0.04138994961977005,0.0027673584409058094,0.00018342457769904286,0.0014374819584190845,0.0008
259,0.041043709963560104,0.0029322418849915266,0.0001720627915346995,0.0013326791813597083,0.0008
260,0.039924755692481995,0.0029020218644291162,0.00016891854465939105,0.0013398861046880484,0.0008
261,0.042038045823574066,0.002764121163636446,0.00017964962171390653,0.0013873570133000612,0.0008
262,0.04094842076301575,0.00277533195912838,0.00018121163884643465,0.001402790192514658,0.0008
263,0.039931539446115494,0.0029256134293973446,0.00016757995763327926,0.0013069350970909,0.0008
264,0.03883364051580429,0.0028948804829269648,0.00016602635150775313,0.0013078560587018728,0.0008
265,0.04180433973670006,0.0027703773230314255,0.00017640009173192084,0.0013697632821276784,0.0008
266,0.040728647261857986,0.0027815820649266243,0.00017733288404997438,0.0013811530079692602,0.0008
267,0.038749776780605316,0.0029200741555541754,0.00016380115994252264,0.0012792822672054172,0.0008
268,0.037767693400382996,0.002889669965952635,0.00016128094284795225,0.0012819657567888498,0.0008
269,0.04158537834882736,0.0027817932423204184,0.0001751171803334728,0.0013417316367849708,0.0008
270,0.0404643714427948,0.002790791681036353,0.00017485256830696017,0.0013501718640327454,0.0008
271,0.03769226372241974,0.002911118557676673,0.00016051300917752087,0.0012502174358814955,0.0008
272,0.0367569625377655,0.0028812692034989595,0.00015876871475484222,0.0012502804165706038,0.0008
273,0.04133438318967819,0.0027876615058630705,0.0001719226420391351,0.0013177187647670507,0.0008
274,0.04009866714477539,0.0027950014919042587,0.00017187402409035712,0.0013226086739450693,0.0008
275,0.03676823899149895,0.002905983245000243,0.00015704329416621476,0.0012213066220283508,0.0008
276,0.03584727644920349,0.002876392100006342,0.00015507961506955326,0.0012206925312057137,0.0008
277,0.040845148265361786,0.0027953784447163343,0.00017005526751745492,0.0012918900465592742,0.0008
278,0.039552465081214905,0.0027993363328278065,0.0001695015380391851,0.001298408955335617,0.0008
279,0.03589385747909546,0.0029047667048871517,0.00015463113959413022,0.0011903615668416023,0.0008
280,0.03502389043569565,0.0028731445781886578,0.00015252908633556217,0.0011895416537299752,0.0008
281,0.04012921825051308,0.0028013011906296015,0.0001682617876213044,0.001264923601411283,0.0008
282,0.03880295902490616,0.0028058153111487627,0.00016771297669038177,0.0012708111898973584,0.0008
283,0.03514332324266434,0.002907320624217391,0.00015172302664723247,0.0011592156952247024,0.0008
284,0.034334562718868256,0.002874600701034069,0.00015033631643746048,0.0011601537698879838,0.0008
285,0.03919889032840729,0.002801249735057354,0.00016465176304336637,0.0012359856627881527,0.0008
286,0.03781859204173088,0.0028055261354893446,0.0001641126291360706,0.001245513092726469,0.0008
287,0.03461579233407974,0.0029121730476617813,0.00015012275252956897,0.0011269060196354985,0.0008
288,0.03383079543709755,0.002877982100471854,0.00014867410936858505,0.0011307524982839823,0.0008
289,0.03789450228214264,0.002795303473249078,0.00016056501772254705,0.0011992130894213915,0.0008
290,0.03650715574622154,0.0028034604620188475,0.0001608061429578811,0.0012140852632001042,0.0008
291,0.03429029881954193,0.0029257014393806458,0.00014877143257763237,0.0010959560750052333,0.0008
292,0.033503081649541855,0.0028877861332148314,0.0001480756764067337,0.0011020535603165627,0.0008
293,0.03635580465197563,0.002778916386887431,0.00015513425751123577,0.0011597952106967568,0.0008
294,0.03505605086684227,0.002793669467791915,0.0001564771810080856,0.0011826463742181659,0.0008
295,0.03405037894845009,0.0029394906014204025,0.00014804092643316835,0.001064020092599094,0.0008
296,0.03322247043251991,0.0029009918216615915,0.0001475970057072118,0.0010750656947493553,0.0008
297,0.034941431134939194,0.002761269686743617,0.00015017106488812715,0.0011182092130184174,0.0008
298,0.03380370885133743,0.0027860687114298344,0.00015302159590646625,0.0011486208532005548,0.0008
299,0.03364045172929764,0.0029432836454361677,0.00014650722732767463,0.001032762578688562,0.0008
300,0.04583656042814255,0.0029009426943957806,0.0001467986439820379,0.0010461561614647508,0.0008
301,0.04654480889439583,0.0027191624976694584,0.00018121421453543007,0.001250860164873302,0.0008
302,0.04152515158057213,0.001758716767653823,0.00012236529437359422,0.0008911557961255312,0.0008
303,0.04183470830321312,0.0018965336494147778,0.0002342259685974568,0.0008271730621345341,0.0008
304,0.03943726420402527,0.0014158168341964483,0.00014131968782749027,0.0010461099445819855,0.0008
305,0.03664037957787514,0.0010702182771638036,0.00021019946143496782,0.0008452775073237717,0.0008
306,0.036669231951236725,0.0012617360334843397,0.00031082367058843374,0.0007143390248529613,0.0008
307,0.03367607668042183,0.000877771875821054,0.00021187645324971527,0.0008300681365653872,0.0008
308,0.04666377976536751,0.0010823949705809355,0.00022127317788545042,0.002106250263750553,0.0008
309,0.0415240079164505,0.0015157422749325633,0.0002610362716950476,0.0009492585086263716,0.0008
310,0.043632570654153824,0.000539275526534766,0.0002835133927874267,0.0021679247729480267,0.0008
